branch_name,review_text,star_rating,date
BPI Fairview Branch ,New ATM Machines 👍 …,5,a year ago
BPI Fairview Branch ,"Their cs is not accommodating
You just ask too much and they take a long time to assist
You are the one in the front and they reason that the qr code is coming out of their computer?!
Will the machine come out for the qr code if they can't assist! You'll only see a group of people talking when I don't approach the guard, who'll be waiting for nothing!
Even better are the guards who are assisting
There was no one at that time when I entered around 10am to be exact",1,4 months ago
BPI Fairview Branch ,They are especially attentive to PWDs like me.,5,a year ago
BPI Fairview Branch ,,3,8 months ago
BPI Fairview Branch ,,5,2 years ago
BPI Fairview Branch ,,5,2 years ago
BPI Fairview Branch ,,1,5 years ago
BPI Fairview East Branch,Poor customer service.,2,6 months ago
BPI Fairview East Branch,"I am very dissapointed with this Branch!!! First SSS payment had cut-off which they never told the clients, I've waited 1hour. and the next day I came back my papers had problems I do not have pink copy. But St. Lukes Branch had no problem with it. Now they do not accept BIR payments which I've waited for 30 minutes. Please kindly put some Memos outside so that your clients will know beforehand.",1,6 years ago
BPI Fairview East Branch,Super slow. Only had 1-2 tellers most of the time. The ATM here is a lot of times out of order. I wished I opened my account somewhere else (even if it's the nearest) because it's hard to transact with this branch.,1,6 years ago
BPI Fairview East Branch,Worst branch no available customer service,1,a year ago
BPI Fairview East Branch,this bank customer service total sucks daming arte,1,2 years ago
BPI Fairview East Branch,"Tellers were not helpful. Just go to the other BPI bank close by, better service.",1,4 years ago
BPI Fairview East Branch,"This is one of the lamest branch of bpi. Imagine all the worst, its all there.",1,6 years ago
BPI Fairview East Branch,"The time every time I go to bpi d2's branch is soooo long to wait, it will take me a few hours... so there is a number that will be given to me so that I can wait for the teller/counter to call me when I go.. especially when I request a bank statement and certificate, the time is too long aside.. when I request 150php per page haha ​​so I earn a living jn scan p nmn 3 pages bank statement and 1 page bank certificate for 3 months only 600php was spent q so un only haha.. iless n un s savings account",2,2 years ago
BPI Fairview East Branch,"I arrived at 2pm, there was no line but they made me wait outside. There were people inside waiting to be called. It was 330PM and I still couldn't get in. The tellers were slow to transact. Disappointing.",1,3 years ago
BPI Fairview East Branch,very very slow worst service hahah it will take you 2hrs here,1,a year ago
BPI Fairview East Branch,Never again! The attitudes of the guards are very worst. The staff is very friendly. Guard sport. Pweee.,1,2 years ago
BPI Fairview East Branch,It's been trash for a long time. It's still trash,1,2 years ago
BPI Fairview East Branch,,5,a year ago
BPI Fairview East Branch,,5,a year ago
BPI Fairview East Branch,,1,3 years ago
BPI Fairview East Branch,,5,4 years ago
BPI Fairview East Branch,,5,4 years ago
BPI Fairview East Branch,,1,6 years ago
BPI Fairview Terraces Branch,"worse branch ever. im from abroad, went here last 2019, waited so long. came back on 2025 to reactivate my dormant account, same experience. long wait  and worst service. better they close this branch. no improvement and getting worse. if they cant accommodate client, pls don't open new account on this branch.",1,a month ago
BPI Fairview Terraces Branch,"Worst bank experience. Super tagal! Save your precious time to other branch. Marami or onti ang tao, they are so slow.",1,4 weeks ago
BPI Fairview Terraces Branch,Waited for 2 and a half hours. The service and the staff there are so very entitled. All of them are too slow. This is the worst branch of BPI that Ive encountered and all of them are very horrible. Such a nightmare experience.,1,5 months ago
BPI Fairview Terraces Branch,"2 transactions:
1.) Walk-in deposit ( ✔️) done
2.) Replacement of card thru online payment
It took me almost an hour. Sabi kasi online 5-7days , pick up of new card but unfortunately need pa dumaan sa machine to get a number. (X) failed. Next time nlng kkunin cguro if d busy",2,9 months ago
BPI Fairview Terraces Branch,Hello  po here . If can someone  help me po to know the swiftcode po this branch  . Thank you po.,5,2 months ago
BPI Fairview Terraces Branch,Security guards are acting way too superior than what they really are. Mas maattitude pa kesa sa mga ibang staff. Multiple times I’d try to enter the branch and they wouldn’t let me enter for 5+ seconds and would look at me and had no choice but to show my ATM card. Really disrespectful and unprofessional.,1,10 months ago
BPI Fairview Terraces Branch,This branch is by far the worst with regards to service. Waited for almost 2hrs to withdraw over the counter only for the teller to inform me that you need to have your atm with you for it to be processed. Worst experience. Transferred to a different branch instead and they only asked for a valid id to prove the account is mine.,1,a year ago
BPI Fairview Terraces Branch,Worst experience. Waited for more than 3 hours because my number was not called or even flashed on their monitor. I'm 1000% sure that my number was never called and never ever seen flashing on the tv screen. Worst of worst tbh.,1,8 months ago
BPI Fairview Terraces Branch,i requested card on the app and i went to this branch very inconvenient i have to wait 3 hours para lang ma kuha yung card na ni req ko on the app so disappointed,1,10 months ago
BPI Fairview Terraces Branch,"I really hate this branch. The guards are extremely rude and so annoying. Lalo na yung mataba na guard walang respeto calling someone ""Dai"" as your customer is not really appropriate. Mga guards niyo palitan niyo na. This really makes my experience here so traumatizing. I get agitated just talking to your rude guards.",1,2 years ago
BPI Fairview Terraces Branch,"Took 3 effin' hours of my life just to withdraw over the counter! 3 hours!!! Most incompetent bank and staff I've ever experienced! They took the priority lane literally. Even if the priority lane people arrived on a later time, they would prioritized it and the regular lane would be pushed back. You should have a separate counter for the priority lane and regular lane!!!! Think thrice before opening your account here. If you want inconvenience, this bank is glad to cater you!",1,2 years ago
BPI Fairview Terraces Branch,"If I can choose zero as a rating, it would still be hella generous considering how bad this branch is. Waited 3 hours and just gave up and transferred to China Bank. All they took care of is their priority lane which says it's for pregnant, PWD or senior citizen, but none of the ones they prioritized fall under any of those categories. The guard is rude as well.",1,2 years ago
BPI Fairview Terraces Branch,"The queue was so long. I had to wait for almost half a day to have my transaction completed. It takes about 30 minutes to serve one customer. The teller is so slow. We lined up outside (with chairs) but it rained, almost all customers waiting in line outside got a part of their clothes drenched. I would not recommend opening an account with BPI if it’s not mandatory.",1,3 years ago
BPI Fairview Terraces Branch,"BPI Fairview Terraces branch, please value your depositor's time, improve your customer service. We had one teller serving 20-25 customers excluding customers waiting outside the bank.",1,10 months ago
BPI Fairview Terraces Branch,"Ridiculous waiting times exacerbated by lack of staff. And the few who do work main desks do not hesitate with chatter and slack. Sorry, but with roughly 50 people in line, did you really think one incompetent worker is what we need? You are harming both our time and financial needs as well as yours. Think about it, because apparently fifth graders can do a better job running your bank.

3 hours to deposit a check. What a shame it is to be banking with you",1,6 years ago
BPI Fairview Terraces Branch,"Waited in line 30 mins before opening time. Already been 3 hours and still not close to my turn. Didn't think that opening an account would take so much time. Worst experience ever. Would not recommend. If there was a 0 rating, I would give it that. Also the guards are not very accommodating.",1,3 years ago
BPI Fairview Terraces Branch,I wish I remember the name of the person who assisted me so I can give her a shout out(although I've already thanked her personally) in this review. She was very helpful and not fussy. I was there to get a remittance from an insurance. She was most helpful. Best customer service I've had in a bank.,5,6 years ago
BPI Fairview Terraces Branch,"The bad: Waiting time / lots of customers.

The good:
location
Since it's at a mall, get your queue number at the guard (for customer service transaction), check the current number being serviced, allot maybe about 10 minutes per number, get out then get back. Or as I've seen others do, play mobile games or watch a movie.

The staff. Friendly",3,5 years ago
BPI Fairview Terraces Branch,Worst branch! Skipping numbers and long queues because they are so slow to transact!,1,7 months ago
BPI Fairview Terraces Branch,"The location is convenient.
The PEOPLE inside are inefficient, very slow, and professional. Mayayabang, porket nasa aircon facility.
The queue itself took AT LEAST 1 hour.
WASTE OF TIME COMING HERE!!!",1,3 years ago
BPI Fairview Terraces Branch,"They were really great in assisting their clients through on boarding and other bank stuff related, the customer service is outstanding on handling different personalities and age of customers through out there whole working hours 💯👌🏾 …",5,2 years ago
BPI Fairview Terraces Branch,"Over all: Good.

no surprise that it is always full of customers. The service is fairly fast. Could be improve.

The location is very convenient.

The space is small.

the bank teller is polite, friendly.",4,6 years ago
BPI Fairview Terraces Branch,Feel more secure while withdrawing money because of their security. The best.,5,3 years ago
BPI Fairview Terraces Branch,Worst branch ever! It will take forever bago ka maentertain. I hope this branch will close ASAP!,1,a year ago
BPI Fairview Terraces Branch,"that manager at the atm releasing counter is stupid, lazy....I just wish that the admin will assign her to the far place not in Ayala Malls...
~~~~happened last April 24, 2018 afternoon, counter #7
~~~~EMV problem, I am a senior and PWD client",1,7 years ago
BPI Fairview Terraces Branch,Always poor service. Mistakes in informing clients on how to go about opening accounts. Very condescending attitude towards me especially of lady in charge of release of atm cards. No way to contact them thru landline or mobile. Phones written on website can't be contacted.,1,7 years ago
BPI Fairview Terraces Branch,Always crowded and the space is too small and you almost can't feel the aircon! Too hot inside! Lack of seats. The customer service is very slow also. Will not recommend this branch.,1,5 years ago
BPI Fairview Terraces Branch,My transactions done in 10minutes. Didnt fall in line. Less customers wednesdays and thursdays. Employees are polite and friendly..,5,2 years ago
BPI Fairview Terraces Branch,"Worst branch ever, long lines and staff just talking and not caring about the customers even if the line is long",1,11 months ago
BPI Fairview Terraces Branch,"Too bad there’s no 0 rating here. Definitely will give it a 0. Every person takes 1 hour for accomodation.
- Super slow
- Unorganized
- unfriendly staff
- waste of time
- too crowded",1,3 years ago
BPI Fairview Terraces Branch,"From staffs to guards, no words they are very nice and very accommodating! Fast transaction din basta complete ka nang requirements na need nila.",5,4 years ago
BPI Fairview Terraces Branch,"Some of the teller's are not working and just talking to there Co workers, that is the reason why the process taking too long.",1,2 years ago
BPI Fairview Terraces Branch,The guards are so friendly and on point to answer some inquiries. Staffs are also nice to interact with,5,a year ago
BPI Fairview Terraces Branch,Worst bank ever. I do not know how they got that Best Domestic Bank and Best Bank for CSR title 😅 …,1,2 years ago
BPI Fairview Terraces Branch,They said that they could release my card by Saturday. But when I got there they said that the releasing of cards are only on mondays to fridays.,1,7 years ago
BPI Fairview Terraces Branch,VERY SLOW SERVICE. We waited 3 HOURS just to deposit 😑 Worst banking experience EVER. …,1,7 years ago
BPI Fairview Terraces Branch,"BPI fairview Terraces is one of the worst Bank customer service ever!!! No consistency. This is really a nightmare to everyone.
Beware.",1,4 years ago
BPI Fairview Terraces Branch,The slowest moving personnel I've seen in my life.. Are they trying to mimic the sloth from zootopia? 😡 …,1,7 years ago
BPI Fairview Terraces Branch,If it's possible to give .5 star that's what I will give.  This branch always ALWAYS triggers my anxiety and panic attacks.,1,6 years ago
BPI Fairview Terraces Branch,Is it true if you deposit in dollar accnt you will be charged $0.10 per $1??? 😡😡😡 …,1,6 years ago
BPI Fairview Terraces Branch,40 minutes just to claim your ATM card (on a Monday 2pm),2,5 years ago
BPI Fairview Terraces Branch,They will only rake care of people who have millions of deposits,1,4 years ago
BPI Fairview Terraces Branch,"Always crowded but they have
Polite and friendly tellers 😊 …",3,6 years ago
BPI Fairview Terraces Branch,Slowest personnel. Super bagal. Grrrrrr,1,6 years ago
BPI Fairview Terraces Branch,Worst BPI branch ever! Never again,1,2 years ago
BPI Fairview Terraces Branch,Always offline bruh,1,10 months ago
BPI Fairview Terraces Branch,Due to pandemic they are closed during weekends,2,4 years ago
BPI Fairview Terraces Branch,take up too much time,1,a year ago
BPI Fairview Terraces Branch,This branch is crowded all the time.,3,Edited 7 years ago
BPI Fairview Terraces Branch,Worst banking service👎 …,1,2 years ago
BPI Fairview Terraces Branch,Can't contact you. Tss,3,4 years ago
BPI Fairview Terraces Branch,Extremely long waiting time,1,5 years ago
BPI Fairview Terraces Branch,Not answering phone calls.,1,4 years ago
BPI Fairview Terraces Branch,Very accomodating,5,a year ago
BPI Fairview Terraces Branch,VERY POOR CUSTOMER SERVICE!!!,1,3 years ago
BPI Fairview Terraces Branch,Worst bpi branch ever,1,4 years ago
BPI Fairview Terraces Branch,Very poor service,1,3 years ago
BPI Fairview Terraces Branch,Ineffective system,1,5 years ago
BPI Fairview Terraces Branch,Their process here is so slow. Super. I've been waiting for 2 hours and they haven't taken care of me yet. Jusko.,1,2 weeks ago
BPI Fairview Terraces Branch,"the application for ATM is very slow to process, almost 1 hour before a transaction is completed will never visit this branch again",1,4 months ago
BPI Fairview Terraces Branch,VERY SLOW SERVICE. no respect for the time of people who are tired of waiting. You will see people still gossiping. POOR EXPERIENCE!! 👎👎👎 …,1,4 months ago
BPI Fairview Terraces Branch,It's so slow. There's a number but there's still a lot of groin!!!! It should be at least one star without it.,1,2 months ago
BPI Fairview Terraces Branch,Waited for almost 2 hours just to change mobile number. How inefficient are you?,1,5 months ago
BPI Fairview Terraces Branch,Waited for 2hrs. Then when I had a sudden client. Very thick.,1,3 months ago
BPI Fairview Terraces Branch,always crowded. only one teller available for people like me who are in line to deposit. their bpi atm for deposit is always broken. always 3 hours more or less before my number is called. very uncomfortable seat. idk if they know customer service at all.,1,6 years ago
BPI Fairview Terraces Branch,"The process is so slow, it took 2 hours just to make a deposit.
1 hour waiting outside, 1 hour waiting inside.
The tellers are very slow, it takes almost half an hour to assist 1 customer.
Never again at this branch.",1,11 months ago
BPI Fairview Terraces Branch,"it's really super inconvenient just because i order card online they don't want to assist me they put the late ones first just because they processed the card in this branch, they are all so slow and rude, if you wait for 4 hours the number of people will increase and I won't be able to assist you. close your doors now",1,10 months ago
BPI Fairview Terraces Branch,"just redeeming a card i ordered on the app. they are all so slow and rude, if you wait for 4 hours for the game, the crowd just keeps getting more and more people without me assisting. shut up",1,10 months ago
BPI Fairview Terraces Branch,Fast and inconvenient unlike robinson qc fairview very long here super speed and good customer service.,5,6 months ago
BPI Fairview Terraces Branch,"Super Rude customer service.
Arrogant and arrogant staff
Number queuing is useless because they just keep popping in",1,8 months ago
BPI Fairview Terraces Branch,"THERE IS NO USEFUL CUSTOMER SERVICE HERE, PLEASE TALK TO THE MANAGER AND THERE IS NO USEFULNESS INSTEAD OF TAKING CARE OF YOU YOU WILL BE DIRECTED TO ANOTHER BRANCH EVEN IF YOU PROVIDE 2 VALID ID FOR PAYROLL! STILL WONDERING WHY MY ADDRESS IS DIFFERENT ON THE ID THAT I PROVIDE PROOF OF BILLING BECAUSE I JUST CAME FROM MANILA WHAT DO I GO TO THE MINDANAO BPI BRANCH? FOOLS",1,a year ago
BPI Fairview Terraces Branch,"WORST! WORST! WORST!

WORST BPI BRANCH EVER! TOO LONG! I DON'T KNOW WHY YOU QUEUE TOO LONGER THAN YOUR TRANSACTION! MY FIRST EXP HERE I WAITED FOR ALMOST 3HRS, NOW JUST CLAIM A BPI CARD IT'S LIKE THAT AGAIN, IF I KNEW IT WAS LIKE THIS I WOULD HAVE CONTINUED HERE!!!!",1,10 months ago
BPI Fairview Terraces Branch,"Just had a horrible experience with this branch. For someone who wants to open an account at this bank, think again. They don't like new accounts here, especially those who registered online. They will ask you a lot even if you haven't received instructions/requirements to claim your debit card.

Yes, BPI is a big bank but their employees here are idiots. If you are the kind of person who doesn't want to waste time, don't even try it if you don't want to wait in line for at least 3 hours every time you go.",1,2 years ago
BPI Fairview Terraces Branch,never again! The security guard has more attitude. Doesn't know how to assist properly!,1,8 months ago
BPI Fairview Terraces Branch,"The process is different. You don't know what to follow, there is no slang reliability. Seems like they had different policies to discern even though it's the same concerns. We've waited for 3 hours in the que tas the one you talk to Customer Service doesn't know what she's doing. You're all babies there! It will take a while, it's just Chika! I won't recommend these branches for opening an account at a different branch. The Teller one was even sarcastic. Kodus still with the guard they were very professional and kind. I hope they just sit there and watch outside!!",1,3 years ago
BPI Fairview Terraces Branch,"The queue is always long. There is no proper instruction given to customers. People are used to settling in this system. They could think of a better way to organize the process. The transactions are mixed. For sure based on previews reviews, almost all customers have the same experience. This needs to be addressed to the higher management of the branch itself.",1,3 years ago
BPI Fairview Terraces Branch,"The line is not that long but it's been 3 hours, 3HOURS!??? the line. Add your people, we are wasting your time just to get our money. Guard is unpleasant as well.",1,2 years ago
BPI Fairview Terraces Branch,WORST as in worst branch is very slow and there are a lot of stuck up tellers who do nothing but gossip. Just shut up,1,a year ago
BPI Fairview Terraces Branch,"Why is that branch rotten? . from Queueing to actually service epic fail. Just claim the Change pin, you'll have to wait for half a day, but you can't find it right away. I requested a change otp. Nothing happened either. not updated yet. It's been 2 weeks since I requested it, but still nothing. If there's only a negative rating here, that's my choice",1,3 years ago
BPI Fairview Terraces Branch,"The service is so awful. The duration of assistance for opening an account. As well as getting an atm card. If you are one of those very busy people, I don't recommend this branch. Very time consuming.",1,4 years ago
BPI Fairview Terraces Branch,"I was able to contact via phone, then they asked me to call back after an hour since their system is said to be weak.. and i freakin I DID! well no one answered, even the next day i've tried to call again no one answered... I work at night... so i really need to rest by morning, but I stayed up late just to call them... NO USEFUL CUSTOMER SERVICE!",1,5 years ago
BPI Fairview Terraces Branch,The waiting time is 9am-1pm. It's only 4 hours just to claim the atm card. I was only the 8th in line when the bank opened. There is no system. 🙃 …,1,3 years ago
BPI Fairview Terraces Branch,"Who knows the full name of the bank manager at the BPI Fairvew Terraces branch? I wish I didn't have to go to the branch anymore because that's all I need. I need it for employment purposes.

Thanks for the help.",2,4 years ago
BPI Fairview Terraces Branch,"bpi Fairview Terraces is very disappointed because I brought coins to KNLA and they gave my coins to others and they said they were missing, why did that happen? I counted you twice, the last touch, then when you return the deficiency to me, can you provide me with a scale for the coins, the bank should have that, then when you are lacking, you will take the deficiency, do you feel safe? It was considered that I am a depositor in the bank and the profit is so small that I will take care of the lack of coins that if you use it, you will be charged because you are the one with the problem, not me.",1,5 years ago
BPI Fairview Terraces Branch,"CS queue is very slow.
Too bad the location is beautiful, the service of the people inside is slow.",1,a year ago
BPI Fairview Terraces Branch,The staff processed very slowly. Very rotten. I hope the staff and manager will be changed. No change.,1,2 years ago
BPI Fairview Terraces Branch,"Your service is very long, more than 2 hrs, I'm here and still no one calls me. You're running out of patience, fix your system, your service is too long",1,5 years ago
BPI Fairview Terraces Branch,"IF I COULD ONLY GIVE IT 0 STAR.. THE SERVICE IS VERY SLOW, THERE ARE ALWAYS MANY PEOPLE BUT THEY HAVE SAVED THE MANPOWER OF THIS BRANCH, THAT IS A WONDERFUL BUSINESS.",1,5 years ago
BPI Fairview Terraces Branch,"Don't try this branch, it will ruin your life hahaha",1,a year ago
BPI Fairview Terraces Branch,"Worst bank ever, Bpi FT branch. When will it be closed?",1,2 years ago
BPI Fairview Terraces Branch,Their service is very slow. As in. There is no plan on how to speed up the steps at each station.,1,4 years ago
BPI Fairview Terraces Branch,No means to contact them via phone. It's not working and no one answers.,1,5 years ago
BPI Fairview Terraces Branch,The line is very slow. They treat their customers unfairly.,1,3 years ago
BPI Fairview Terraces Branch,The duration of the process here.,1,8 months ago
BPI Fairview Terraces Branch,VERY SLOW SERVICE.. HERE AT BPI FAIRVIEW AYALA TERRACES,1,3 years ago
BPI Fairview Terraces Branch,Super mule,1,9 months ago
BPI Fairview Terraces Branch,YOU ARE SO SLOW! 👎 …,1,2 years ago
BPI Fairview Terraces Branch,,5,3 weeks ago
BPI Fairview Terraces Branch,,1,3 months ago
BPI Fairview Terraces Branch,,1,5 months ago
BPI Fairview Terraces Branch,,4,6 months ago
BPI Fairview Terraces Branch,,1,7 months ago
BPI Fairview Terraces Branch,,4,a year ago
BPI Fairview Terraces Branch,,1,a year ago
BPI Fairview Terraces Branch,,1,a year ago
BPI Fairview Terraces Branch,,1,a year ago
BPI Fairview Terraces Branch,,5,a year ago
BPI Fairview Terraces Branch,,5,a year ago
BPI Fairview Terraces Branch,,1,a year ago
BPI Fairview Terraces Branch,,1,2 years ago
BPI Fairview Terraces Branch,,3,2 years ago
BPI Fairview Terraces Branch,,1,2 years ago
BPI Fairview Terraces Branch,,1,2 years ago
BPI Fairview Terraces Branch,,1,3 years ago
BPI Fairview Terraces Branch,,1,3 years ago
BPI Fairview Terraces Branch,,3,3 years ago
BPI Fairview Terraces Branch,,1,4 years ago
BPI Fairview Terraces Branch,,1,4 years ago
BPI Fairview Terraces Branch,,1,4 years ago
BPI Fairview Terraces Branch,,1,4 years ago
BPI Fairview Terraces Branch,,5,4 years ago
BPI Fairview Terraces Branch,,2,5 years ago
BPI Fairview Terraces Branch,,5,5 years ago
BPI Fairview Terraces Branch,,1,5 years ago
BPI Fairview Terraces Branch,,1,5 years ago
BPI Fairview Terraces Branch,,5,5 years ago
BPI Fairview Terraces Branch,,1,5 years ago
BPI Fairview Terraces Branch,,1,5 years ago
BPI Fairview Terraces Branch,,4,6 years ago
BPI Fairview Terraces Branch,,1,6 years ago
BPI Fairview Terraces Branch,,5,7 years ago
BPI Fairview Terraces Branch,,1,8 years ago
BPI Fairview Terraces Branch,,1,8 years ago
BPI Kalayaan Branch,This branch is very accommodating. I would like to commend Kristel for assisting me the entire process. It's really funny that she even hand me her phone just to complete the process because their system is under maintenance. I recommend this branch specially Kristel for being so kind.,5,3 weeks ago
BPI Kalayaan Branch,"Rating: Not even one star

The WORST Queuing System – Inefficient and Frustrating

I arrived at 1:50 PM, and it’s now 4:00 PM. Despite most tellers being available, they won’t assist me because my transaction doesn’t fall under their assigned category. Instead, I’m forced to wait for the specific teller assigned to my transaction type, who happens to be extremely slow.

The purpose of a queuing system should be to prioritize the first customer who arrives. However, this system categorizes queues, creating unfair situations. If your transaction is assigned to a slow teller, you could end up waiting for over two hours, while customers who arrived after you are done in just five minutes. This is completely unreasonable.

Tellers who are slow should receive additional training to speed up the process and ensure a smoother, less frustrating customer experience. This system is not only inefficient but also incredibly frustrating for customers who expect fair and timely service.",1,5 months ago
BPI Kalayaan Branch,It takes about 1-2 hrs just to finally called on your number. Worst Queue System. Slow Customer Service,1,4 months ago
BPI Kalayaan Branch,horrible horrible service!! the worst bank ive ever been to. this is why i only trust bdo.,1,5 months ago
BPI Kalayaan Branch,"They don't care if their clients wait for several hours. In other banks, when volume of clients is building up, all the bank tellers are in full force. You'll see as well that someone will go around asking what is your transaction to somehow help speed up their service in any way. But in BPI, very consistent, the more clients waiting, the less tellers working.",2,2 years ago
BPI Kalayaan Branch,Came here to validate my observation. The same scenario is experienced by clients (me included) now and 3-4 years ago. Super slow service (customer service). The que is long because it takes more than 30 minutes to complete one client …,1,2 years ago
BPI Kalayaan Branch,"One of the sloooooowest BPI branches I've ever been into. Customer Service staff take 1 hour to serve 3 customers, with all three counters open. And what's the purpose of number system if they're also entertaining customers who do not have queue numbers?! We were there for two hours for deposit and customer service... Depositing only took 15 minutes, customer service took 1 hr and 45 minutes...",1,7 years ago
BPI Kalayaan Branch,"One of SLOWEST branch I have ever been. They arr entertaining clients without priority number.. what is the use of priority number if mag e entertain lang naman ng other clients na wala! Poor costumer service, very slow! Grabr it took me 2 hours waiting time to open an account. Please improve your costumer service!!!",1,5 years ago
BPI Kalayaan Branch,"I withdraw dollars and was about to change it for peso. So the teller advised me to get another number for customer service. It took 1 hr and 30 minutes every customer. And when they have VIP customers they will entertain the person even if she has no number. Sana we have and equal customer care. I know that these are moneys we are talking about and etc etc. But i hope they will be considerate next time, lalo na sa senior citizen na katabi ko na almost 45 mins na rin nagaantay.",1,6 years ago
BPI Kalayaan Branch,..the service here is good pandemic protocols observed.,5,4 years ago
BPI Kalayaan Branch,Waiting for more than 2 jours just for customer service. Employees here are very slow. Queue is very long. Don't ever decide to open your account here at this branch. It's a waist of time!,1,6 years ago
BPI Kalayaan Branch,Not an ideal bank for seniors.too slow.got my car loan here.never really answered my question about funds that were overdrawn.,1,a year ago
BPI Kalayaan Branch,"IS CURRENTLY ON VACATION FROM ABROAD. AND DECIDED TO OPEN A SAVING ACCOUNT FROM BPI, AND DECIDED NOT TO PROCEED AFTER WAITING ONE HOUR. BPI KALAYAAN BRANCH YOUR PERFORMANCE IS UNACCEPTABLE! YOU HAVE NO SENSE OF SERVICE TO THE PEOPLE! THERE WERE ABOUT 5-10 OF US WAITING WHILE ONLY 2 EMPLOYEES ARE HELPING US, THE REST ARE DOING GOD KNOWS WHO! THE EMPLOYEES ARE USELESS ESPECIALLY THAT OLD LADY WHO SPEND 1HR PER PERSON!! OMFG!! THANKS FOR WASTING MY TIME! NEVER COMING BACK HERE.",1,2 years ago
BPI Kalayaan Branch,Can't answer phone calls😡 …,1,4 months ago
BPI Kalayaan Branch,the staff here  are NOT Friendly.   They seem to hate working in BPI with the kind of service that they provide. Their service is so slow...  worst service i have experienced in a bank,1,6 years ago
BPI Kalayaan Branch,Slo mo din this branch. No sense of urgency. Senior citizen and pwd being used for regular clients. Anebeyen!,1,7 years ago
BPI Kalayaan Branch,Have helped me with my concerns and I am happy with that. I just don't know if you guys are open this coming Thursday. Please let me know. Thank you.,4,7 years ago
BPI Kalayaan Branch,Employees are so slow! I was just about to claim my atm card.  It takes me bout an hour just to claim my atm.,1,6 years ago
BPI Kalayaan Branch,"Forget about rankings or who's got more to offer etc.
In the end...
Itis STILL the most reliable banking network in the country.",5,7 years ago
BPI Kalayaan Branch,I'm happy that they have helped me with my concerns. Thanks BPI Family! Happy Client.,5,7 years ago
BPI Kalayaan Branch,Poor service. It would take them 30 minutes to serve 6 clients! And that's with 3 counter in operation! So horrible..,1,9 years ago
BPI Kalayaan Branch,Take to long to wait for your turn,1,a year ago
BPI Kalayaan Branch,Slow service super,1,2 years ago
BPI Kalayaan Branch,Unable Outside coverage area,1,4 years ago
BPI Kalayaan Branch,Poor customer service. 👎👎👎 …,1,8 years ago
BPI Kalayaan Branch,sad,4,2 years ago
BPI Kalayaan Branch,Good facilities,5,2 years ago
BPI Kalayaan Branch,"Slow, understaffed.",2,9 years ago
BPI Kalayaan Branch,"The service is very slow.
Even if you are a preferred client, they don't take care of you right away.
More than 30 minutes even if there are no other clients, they still won't take care of you. This branch is disappointing.",1,a year ago
BPI Kalayaan Branch,"Slowest BPI branch in the country. They're lucky because their branch is accessible so they don't run out of clients.

Now after the renovations, the Deposit Machine is now inside the bank and is inaccessible after banking hours. So useless.

The designers didn't think twice. All form. No function.",1,Edited a year ago
BPI Kalayaan Branch,"The customer service is VERY SLOW, I waited 1 hr + in line just to file an ATM replacement - just to fill out a form. I was 3rd in line when I arrived.
Sesmeryesep.
Then the person who assisted was very helpful, not accommodating to questions, you have no pleasant pleasant in your soul. Doesn't this kind of job have QA?
Hey, I do.",1,6 years ago
BPI Kalayaan Branch,"I just asked the guard, I'll just ask if my atm card is there. Case, he said I still have to line up. I said what if I don't have the card, I waited and stood in line for nothing. I asked for their contact number but the contact #'s given are not working. I hope you can contact us properly so that we don't have to wait outside the bank to talk to someone at the branch.",1,4 years ago
BPI Kalayaan Branch,"It took too long and was too slow, especially with the teller, there were only 2 regular tellers, and one of them left. juskooo",1,a year ago
BPI Kalayaan Branch,Super slow service. You need to wait 3 hours to be entertained.,1,a year ago
BPI Kalayaan Branch,Are all BPI slow transactions? Because it took me 2 1/2 hrs just to deposit here at the kalayaan branch.,1,7 years ago
BPI Kalayaan Branch,"The service is very, very long....
They are still slow to act even though they know there are many people in their branch.",1,7 years ago
BPI Kalayaan Branch,The service is slow. Let's go to the Heart Center Branch.,1,a year ago
BPI Kalayaan Branch,"It's very slow here, if you have a lot of time and nothing to do, you can bank here.",1,2 years ago
BPI Kalayaan Branch,Slow service. Especially for encashment transactions...good luck to you.,1,9 years ago
BPI Kalayaan Branch,Too long. It's even faster to get in line with the government,1,2 years ago
BPI Kalayaan Branch,The worst. Their service always takes a long time.,1,8 years ago
BPI Kalayaan Branch,,1,6 months ago
BPI Kalayaan Branch,,1,8 months ago
BPI Kalayaan Branch,,4,2 years ago
BPI Kalayaan Branch,,3,4 years ago
BPI Kalayaan Branch,,5,4 years ago
BPI Kalayaan Branch,,1,5 years ago
BPI Kalayaan Branch,,1,5 years ago
BPI Kalayaan Branch,,4,5 years ago
BPI Kalayaan Branch,,3,6 years ago
BPI Kalayaan Branch,,1,6 years ago
BPI Kalayaan Branch,,3,8 years ago
BPI Kalayaan Branch,,5,9 years ago
BPI Kamias Anonas Branch,"Was there last Tuesday to request for a certificate. I got diverted to someone else to access the file but he just kept fiddling at the PC, kaya pala he couldn’t gain access to the system. Only when the person supposed to be attending to me passed by did he say he was having trouble accessing it. To cut it short they took so long I had to leave for another appointment. This substitute guy got my number assuring me he will let me know once the certificate is found. It’s already Thursday and I haven’t heard from them since. Landline keeps ringing , cellphones not working. You sometimes meet the worst among the good and best ones. Not my blessed day.",2,6 months ago
