record_type,id,branch_name,city,customer_id,date,rating,comment,tags,sentiment,overall_sentiment,branch_sentiment,overall_score,total_reviews,positive_feedback,neutral_feedback,negative_feedback,top_performer_branch,top_performer_score,needs_improvement_branch,needs_improvement_score,city_score,month,monthly_score
review,5309.0,BPI Loyola Katipunan Branch,Bpi,#N5309,2025-08-13,83.0,They do not answer phone calls. *calling within banking hours,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5310.0,BPI Loyola Katipunan Branch,Bpi,#N5310,2025-07-30,90.0,Excellent personal service from the branch manager himself.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5311.0,BPI Loyola Katipunan Branch,Bpi,#N5311,2025-08-20,42.0,super slow service,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5312.0,BPI Loyola Katipunan Branch,Bpi,#N5312,2025-07-28,79.0,Very Poor!!!! No one answering the phone. Poor Services.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5313.0,BPI Loyola Katipunan Branch,Bpi,#N5313,2025-07-29,29.0,Customer service is very slow.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5314.0,BPI Loyola Katipunan Branch,Bpi,#N5314,2025-07-31,90.0,Customer service needs improvement!,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5315.0,BPI Loyola Katipunan Branch,Bpi,#N5315,2025-08-15,80.0,depressing. nobody picks up their phone,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5316.0,BPI Loyola Katipunan Branch,Bpi,#N5316,2025-08-02,93.0,Wrong location.  It is on the other end of Escaler st,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5317.0,BPI Loyola Katipunan Branch,Bpi,#N5317,2025-08-03,32.0,Lack of customer service,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5318.0,BPI Loyola Katipunan Branch,Bpi,#N5318,2025-08-10,71.0,Slowest service ever!!!!,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5319.0,BPI Loyola Katipunan Branch,Bpi,#N5319,2025-07-27,33.0,No sense of urgency,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5320.0,BPI Loyola Katipunan Branch,Bpi,#N5320,2025-07-25,93.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5321.0,BPI Loyola Katipunan Branch,Bpi,#N5321,2025-07-27,87.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5322.0,BPI Loyola Katipunan Branch,Bpi,#N5322,2025-08-04,26.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5323.0,BPI Loyola Katipunan Branch,Bpi,#N5323,2025-08-14,34.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5324.0,BPI Loyola Katipunan Branch,Bpi,#N5324,2025-08-09,22.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5325.0,BPI Loyola Katipunan Branch,Bpi,#N5325,2025-08-07,33.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5326.0,BPI Loyola Katipunan Branch,Bpi,#N5326,2025-07-25,77.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5327.0,BPI Fairview Terraces Branch,Bpi,#N5327,2025-07-25,72.0,"worse branch ever. im from abroad, went here last 2019, waited so long. came back on 2025 to reactivate my dormant account, same experience. long wait  and worst service. better they close this branch...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5328.0,BPI Fairview Terraces Branch,Bpi,#N5328,2025-08-05,82.0,"Worst bank experience. Super tagal! Save your precious time to other branch. Marami or onti ang tao, they are so slow.",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5329.0,BPI Fairview Terraces Branch,Bpi,#N5329,2025-07-31,79.0,Waited for 2 and a half hours. The service and the staff there are so very entitled. All of them are too slow. This is the worst branch of BPI that Ive encountered and all of them are very horrible. S...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5330.0,BPI Fairview Terraces Branch,Bpi,#N5330,2025-07-27,34.0,"2 transactions:
1.) Walk-in deposit ( ✔️) done
2.) Replacement of card thru online payment
It took me almost an hour. Sabi kasi online 5-7days , pick up of new card but unfortunately need pa dumaan sa...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5331.0,BPI Fairview Terraces Branch,Bpi,#N5331,2025-08-18,83.0,Hello  po here . If can someone  help me po to know the swiftcode po this branch  . Thank you po.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5332.0,BPI Fairview Terraces Branch,Bpi,#N5332,2025-07-31,26.0,Security guards are acting way too superior than what they really are. Mas maattitude pa kesa sa mga ibang staff. Multiple times I’d try to enter the branch and they wouldn’t let me enter for 5+ secon...,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5333.0,BPI Fairview Terraces Branch,Bpi,#N5333,2025-08-07,73.0,This branch is by far the worst with regards to service. Waited for almost 2hrs to withdraw over the counter only for the teller to inform me that you need to have your atm with you for it to be proce...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5334.0,BPI Fairview Terraces Branch,Bpi,#N5334,2025-08-05,95.0,Worst experience. Waited for more than 3 hours because my number was not called or even flashed on their monitor. I'm 1000% sure that my number was never called and never ever seen flashing on the tv ...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5335.0,BPI Fairview Terraces Branch,Bpi,#N5335,2025-08-04,89.0,i requested card on the app and i went to this branch very inconvenient i have to wait 3 hours para lang ma kuha yung card na ni req ko on the app so disappointed,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5336.0,BPI Fairview Terraces Branch,Bpi,#N5336,2025-08-13,83.0,"I really hate this branch. The guards are extremely rude and so annoying. Lalo na yung mataba na guard walang respeto calling someone ""Dai"" as your customer is not really appropriate. Mga guards niyo ...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5337.0,BPI Fairview Terraces Branch,Bpi,#N5337,2025-07-26,75.0,Took 3 effin' hours of my life just to withdraw over the counter! 3 hours!!! Most incompetent bank and staff I've ever experienced! They took the priority lane literally. Even if the priority lane peo...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5338.0,BPI Fairview Terraces Branch,Bpi,#N5338,2025-07-29,38.0,"If I can choose zero as a rating, it would still be hella generous considering how bad this branch is. Waited 3 hours and just gave up and transferred to China Bank. All they took care of is their pri...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5339.0,BPI Fairview Terraces Branch,Bpi,#N5339,2025-08-21,42.0,The queue was so long. I had to wait for almost half a day to have my transaction completed. It takes about 30 minutes to serve one customer. The teller is so slow. We lined up outside (with chairs) b...,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,5340.0,BPI Fairview Terraces Branch,Bpi,#N5340,2025-08-05,91.0,"BPI Fairview Terraces branch, please value your depositor's time, improve your customer service. We had one teller serving 20-25 customers excluding customers waiting outside the bank.",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5341.0,BPI Fairview Terraces Branch,Bpi,#N5341,2025-08-16,81.0,"Ridiculous waiting times exacerbated by lack of staff. And the few who do work main desks do not hesitate with chatter and slack. Sorry, but with roughly 50 people in line, did you really think one in...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5342.0,BPI Fairview Terraces Branch,Bpi,#N5342,2025-08-08,93.0,Waited in line 30 mins before opening time. Already been 3 hours and still not close to my turn. Didn't think that opening an account would take so much time. Worst experience ever. Would not recommen...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5343.0,BPI Fairview Terraces Branch,Bpi,#N5343,2025-07-30,85.0,I wish I remember the name of the person who assisted me so I can give her a shout out(although I've already thanked her personally) in this review. She was very helpful and not fussy. I was there to ...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5344.0,BPI Fairview Terraces Branch,Bpi,#N5344,2025-08-03,25.0,"The bad: Waiting time / lots of customers.

The good:
location
Since it's at a mall, get your queue number at the guard (for customer service transaction), check the current number being serviced, all...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5345.0,BPI Fairview Terraces Branch,Bpi,#N5345,2025-08-15,85.0,Worst branch! Skipping numbers and long queues because they are so slow to transact!,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5346.0,BPI Fairview Terraces Branch,Bpi,#N5346,2025-07-27,67.0,"The location is convenient.
The PEOPLE inside are inefficient, very slow, and professional. Mayayabang, porket nasa aircon facility. …",Average Experience,Neutral,Neutral,Neutral,,,,,,,,,,,,
review,5347.0,BPI Fairview Terraces Branch,Bpi,#N5347,2025-08-17,92.0,"They were really great in assisting their clients through on boarding and other bank stuff related, the customer service is outstanding on handling different personalities and age of customers through...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5348.0,BPI Fairview Terraces Branch,Bpi,#N5348,2025-07-26,70.0,"Over all: Good.

no surprise that it is always full of customers. The service is fairly fast. …","Fast Service, Professional Staff",Positive,Neutral,Neutral,,,,,,,,,,,,
review,5349.0,BPI Fairview Terraces Branch,Bpi,#N5349,2025-08-08,71.0,Feel more secure while withdrawing money because of their security. The best.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5350.0,BPI Fairview Terraces Branch,Bpi,#N5350,2025-07-29,74.0,Worst branch ever! It will take forever bago ka maentertain. I hope this branch will close ASAP!,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5351.0,BPI Fairview Terraces Branch,Bpi,#N5351,2025-08-06,83.0,"that manager at the atm releasing counter is stupid, lazy....I just wish that the admin will assign her to the far place not in Ayala Malls...
~~~~happened last April 24, 2018 afternoon, counter #7
~~...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5352.0,BPI Fairview Terraces Branch,Bpi,#N5352,2025-07-31,82.0,Always poor service. Mistakes in informing clients on how to go about opening accounts. Very condescending attitude towards me especially of lady in charge of release of atm cards. No way to contact t...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5353.0,BPI Fairview Terraces Branch,Bpi,#N5353,2025-08-12,94.0,Always crowded and the space is too small and you almost can't feel the aircon! Too hot inside! Lack of seats. The customer service is very slow also. Will not recommend this branch.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5354.0,BPI Fairview Terraces Branch,Bpi,#N5354,2025-08-03,27.0,My transactions done in 10minutes. Didnt fall in line. Less customers wednesdays and thursdays. Employees are polite and friendly..,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5355.0,BPI Fairview Terraces Branch,Bpi,#N5355,2025-08-10,85.0,"Worst branch ever, long lines and staff just talking and not caring about the customers even if the line is long",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5356.0,BPI Fairview Terraces Branch,Bpi,#N5356,2025-08-01,91.0,"Too bad there’s no 0 rating here. Definitely will give it a 0. Every person takes 1 hour for accomodation.
- Super slow …",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5357.0,BPI Fairview Terraces Branch,Bpi,#N5357,2025-07-29,72.0,"From staffs to guards, no words they are very nice and very accommodating! Fast transaction din basta complete ka nang requirements na need nila.","Fast Service, Professional Staff",Positive,Neutral,Neutral,,,,,,,,,,,,
review,5358.0,BPI Fairview Terraces Branch,Bpi,#N5358,2025-07-31,29.0,"Some of the teller's are not working and just talking to there Co workers, that is the reason why the process taking too long.","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,5359.0,BPI Fairview Terraces Branch,Bpi,#N5359,2025-08-02,78.0,The guards are so friendly and on point to answer some inquiries. Staffs are also nice to interact with,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5360.0,BPI Fairview Terraces Branch,Bpi,#N5360,2025-08-02,75.0,Worst bank ever. I do not know how they got that Best Domestic Bank and Best Bank for CSR title 😅 …,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5361.0,BPI Fairview Terraces Branch,Bpi,#N5361,2025-08-18,26.0,They said that they could release my card by Saturday. But when I got there they said that the releasing of cards are only on mondays to fridays.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5362.0,BPI Fairview Terraces Branch,Bpi,#N5362,2025-07-28,70.0,VERY SLOW SERVICE. We waited 3 HOURS just to deposit 😑 Worst banking experience EVER. …,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5363.0,BPI Fairview Terraces Branch,Bpi,#N5363,2025-07-29,87.0,"BPI fairview Terraces is one of the worst Bank customer service ever!!! No consistency. This is really a nightmare to everyone.
Beware.",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5364.0,BPI Fairview Terraces Branch,Bpi,#N5364,2025-08-20,88.0,The slowest moving personnel I've seen in my life.. Are they trying to mimic the sloth from zootopia? 😡 …,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5365.0,BPI Fairview Terraces Branch,Bpi,#N5365,2025-08-17,78.0,If it's possible to give .5 star that's what I will give.  This branch always ALWAYS triggers my anxiety and panic attacks.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5366.0,BPI Fairview Terraces Branch,Bpi,#N5366,2025-07-24,40.0,Is it true if you deposit in dollar accnt you will be charged $0.10 per $1??? 😡😡😡 …,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5367.0,BPI Fairview Terraces Branch,Bpi,#N5367,2025-08-07,44.0,40 minutes just to claim your ATM card (on a Monday 2pm),Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5368.0,BPI Fairview Terraces Branch,Bpi,#N5368,2025-08-05,39.0,They will only rake care of people who have millions of deposits,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5369.0,BPI Fairview Terraces Branch,Bpi,#N5369,2025-08-02,79.0,"Always crowded but they have
Polite and friendly tellers 😊 …",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5370.0,BPI Fairview Terraces Branch,Bpi,#N5370,2025-08-03,70.0,Slowest personnel. Super bagal. Grrrrrr,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5371.0,BPI Fairview Terraces Branch,Bpi,#N5371,2025-07-26,90.0,Worst BPI branch ever! Never again,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5372.0,BPI Fairview Terraces Branch,Bpi,#N5372,2025-08-18,44.0,Always offline bruh,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5373.0,BPI Fairview Terraces Branch,Bpi,#N5373,2025-07-29,29.0,Due to pandemic they are closed during weekends,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5374.0,BPI Fairview Terraces Branch,Bpi,#N5374,2025-08-09,36.0,take up too much time,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5375.0,BPI Fairview Terraces Branch,Bpi,#N5375,2025-08-08,37.0,This branch is crowded all the time.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5376.0,BPI Fairview Terraces Branch,Bpi,#N5376,2025-07-30,75.0,Worst banking service👎 …,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5377.0,BPI Fairview Terraces Branch,Bpi,#N5377,2025-08-10,88.0,Can't contact you. Tss,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5378.0,BPI Fairview Terraces Branch,Bpi,#N5378,2025-07-29,26.0,Extremely long waiting time,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,5379.0,BPI Fairview Terraces Branch,Bpi,#N5379,2025-07-31,80.0,Not answering phone calls.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5380.0,BPI Fairview Terraces Branch,Bpi,#N5380,2025-08-17,90.0,Very accomodating,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5381.0,BPI Fairview Terraces Branch,Bpi,#N5381,2025-08-13,93.0,VERY POOR CUSTOMER SERVICE!!!,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5382.0,BPI Fairview Terraces Branch,Bpi,#N5382,2025-08-20,85.0,Worst bpi branch ever,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5383.0,BPI Fairview Terraces Branch,Bpi,#N5383,2025-08-02,86.0,Very poor service,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5384.0,BPI Fairview Terraces Branch,Bpi,#N5384,2025-08-02,94.0,Ineffective system,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5385.0,BPI Fairview Terraces Branch,Bpi,#N5385,2025-08-21,82.0,Their process here is so slow. Super. I've been waiting for 2 hours and they haven't taken care of me yet. Jusko.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5386.0,BPI Fairview Terraces Branch,Bpi,#N5386,2025-07-26,27.0,"the application for ATM is very slow to process, almost 1 hour before a transaction is completed will never visit this branch again",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5387.0,BPI Fairview Terraces Branch,Bpi,#N5387,2025-08-15,26.0,VERY SLOW SERVICE. no respect for the time of people who are tired of waiting. You will see people still gossiping. POOR EXPERIENCE!! 👎👎👎 …,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,5388.0,BPI Fairview Terraces Branch,Bpi,#N5388,2025-08-03,89.0,It's so slow. There's a number but there's still a lot of groin!!!! It should be at least one star without it.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5389.0,BPI Fairview Terraces Branch,Bpi,#N5389,2025-08-19,80.0,Waited for almost 2 hours just to change mobile number. How inefficient are you?,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5390.0,BPI Fairview Terraces Branch,Bpi,#N5390,2025-08-16,35.0,Waited for 2hrs. Then when I had a sudden client. Very thick.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5391.0,BPI Fairview Terraces Branch,Bpi,#N5391,2025-08-02,39.0,always crowded. only one teller available for people like me who are in line to deposit. their bpi atm for deposit is always broken. always 3 hours more or less before my number is called. very uncomf...,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5392.0,BPI Fairview Terraces Branch,Bpi,#N5392,2025-08-17,39.0,"The process is so slow, it took 2 hours just to make a deposit.
1 hour waiting outside, 1 hour waiting inside.
The tellers are very slow, it takes almost half an hour to assist 1 customer.
Never again...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5393.0,BPI Fairview Terraces Branch,Bpi,#N5393,2025-08-04,77.0,"it's really super inconvenient just because i order card online they don't want to assist me they put the late ones first just because they processed the card in this branch, they are all so slow and ...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5394.0,BPI Fairview Terraces Branch,Bpi,#N5394,2025-08-05,75.0,"just redeeming a card i ordered on the app. they are all so slow and rude, if you wait for 4 hours for the game, the crowd just keeps getting more and more people without me assisting. shut up",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5395.0,BPI Fairview Terraces Branch,Bpi,#N5395,2025-08-09,84.0,Fast and inconvenient unlike robinson qc fairview very long here super speed and good customer service.,"Fast Service, Professional Staff",Positive,Neutral,Neutral,,,,,,,,,,,,
review,5396.0,BPI Fairview Terraces Branch,Bpi,#N5396,2025-07-27,74.0,"Super Rude customer service.
Arrogant and arrogant staff
Number queuing is useless because they just keep popping in",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5397.0,BPI Fairview Terraces Branch,Bpi,#N5397,2025-08-14,82.0,"THERE IS NO USEFUL CUSTOMER SERVICE HERE, PLEASE TALK TO THE MANAGER AND THERE IS NO USEFULNESS INSTEAD OF TAKING CARE OF YOU YOU WILL BE DIRECTED TO ANOTHER BRANCH EVEN IF YOU PROVIDE 2 VALID ID FOR ...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5398.0,BPI Fairview Terraces Branch,Bpi,#N5398,2025-08-11,73.0,"WORST! WORST! WORST!

WORST BPI BRANCH EVER! TOO LONG! I DON'T KNOW WHY YOU QUEUE TOO LONGER THAN YOUR TRANSACTION! MY FIRST EXP HERE I WAITED FOR ALMOST 3HRS, NOW JUST CLAIM A BPI CARD IT'S LIKE THAT...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5399.0,BPI Fairview Terraces Branch,Bpi,#N5399,2025-08-19,84.0,"Just had a horrible experience with this branch. For someone who wants to open account at this bank, think again. Ayaw nila dito yung mga bagong accounts lalo na yung mga nagregister online. Madami si...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5400.0,BPI Fairview Terraces Branch,Bpi,#N5400,2025-07-30,43.0,never again! The security guard has more attitude. Doesn't know how to assist properly!,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5401.0,BPI Fairview Terraces Branch,Bpi,#N5401,2025-08-20,34.0,"The process is different. You don't know what to follow, there is no slang reliability. Seems like they had different policies to discern even though it's the same concerns. We've waited for 3 hours i...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5402.0,BPI Fairview Terraces Branch,Bpi,#N5402,2025-08-21,65.0,The queue is always long. There is no proper instruction given to customers. People are used to settling in this system. They could think of a better way to organize the process. The transactions are ...,Average Experience,Neutral,Neutral,Neutral,,,,,,,,,,,,
review,5403.0,BPI Fairview Terraces Branch,Bpi,#N5403,2025-08-10,41.0,"The line is not that long but it's been 3 hours, 3HOURS!??? the line. Add your people, we are wasting your time just to get our money. Guard is unpleasant as well.","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,5404.0,BPI Fairview Terraces Branch,Bpi,#N5404,2025-07-30,95.0,WORST as in worst branch is very slow and there are a lot of stuck up tellers who do nothing but gossip. Just shut up,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5405.0,BPI Fairview Terraces Branch,Bpi,#N5405,2025-07-30,82.0,"Why is that branch rotten? . from Queueing to actually service epic fail. Just claim the Change pin, you'll have to wait for half a day, but you can't find it right away. I requested a change otp. Not...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5406.0,BPI Fairview Terraces Branch,Bpi,#N5406,2025-08-15,84.0,"The service is so awful. The duration of assistance for opening an account. As well as getting an atm card. If you are one of those very busy people, I don't recommend this branch. Very time consuming...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5407.0,BPI Fairview Terraces Branch,Bpi,#N5407,2025-08-03,70.0,"I was able to contact via phone, then they asked me to call back after an hour since their system is said to be weak.. and i freakin I DID! well no one answered, even the next day i've tried to call a...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5408.0,BPI Fairview Terraces Branch,Bpi,#N5408,2025-07-28,42.0,The waiting time is 9am-1pm. It's only 4 hours just to claim the atm card. I was only the 8th in line when the bank opened. There is no system. 🙃 …,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5409.0,BPI Fairview Terraces Branch,Bpi,#N5409,2025-08-05,85.0,"Who knows the full name of the bank manager at the BPI Fairvew Terraces branch? I wish I didn't have to go to the branch anymore because that's all I need. I need it for employment purposes.

Thanks f...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5410.0,BPI Fairview Terraces Branch,Bpi,#N5410,2025-08-06,35.0,"bpi Fairview Terraces is very disappointed because I brought coins to KNLA and they gave my coins to others and they said they were missing, why did that happen? I counted you twice, the last touch, t...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5411.0,BPI Fairview Terraces Branch,Bpi,#N5411,2025-08-20,31.0,"CS queue is very slow.
Too bad the location is beautiful, the service of the people inside is slow.",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5412.0,BPI Fairview Terraces Branch,Bpi,#N5412,2025-08-03,94.0,The staff processed very slowly. Very rotten. I hope the staff and manager will be changed. No change.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5413.0,BPI Fairview Terraces Branch,Bpi,#N5413,2025-07-25,22.0,"Your service is very long, more than 2 hrs, I'm here and still no one calls me. You're running out of patience, fix your system, your service is too long","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,5414.0,BPI Fairview Terraces Branch,Bpi,#N5414,2025-07-31,72.0,"IF I COULD ONLY GIVE IT 0 STAR.. THE SERVICE IS VERY SLOW, THERE ARE ALWAYS MANY PEOPLE BUT THEY HAVE SAVED THE MANPOWER OF THIS BRANCH, THAT IS A WONDERFUL BUSINESS.",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5415.0,BPI Fairview Terraces Branch,Bpi,#N5415,2025-08-09,78.0,"Don't try this branch, it will ruin your life hahaha",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5416.0,BPI Fairview Terraces Branch,Bpi,#N5416,2025-08-08,87.0,"Worst bank ever, Bpi FT branch. When will it be closed?",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5417.0,BPI Fairview Terraces Branch,Bpi,#N5417,2025-07-29,34.0,Their service is very slow. As in. There is no plan on how to speed up the steps at each station.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5418.0,BPI Fairview Terraces Branch,Bpi,#N5418,2025-07-28,84.0,No means to contact them via phone. It's not working and no one answers.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5419.0,BPI Fairview Terraces Branch,Bpi,#N5419,2025-08-11,32.0,The line is very slow. They treat their customers unfairly.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5420.0,BPI Fairview Terraces Branch,Bpi,#N5420,2025-08-05,92.0,The duration of the process here.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5421.0,BPI Fairview Terraces Branch,Bpi,#N5421,2025-08-07,29.0,VERY SLOW SERVICE.. HERE AT BPI FAIRVIEW AYALA TERRACES,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5422.0,BPI Fairview Terraces Branch,Bpi,#N5422,2025-08-19,76.0,Super mule,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5423.0,BPI Fairview Terraces Branch,Bpi,#N5423,2025-08-20,28.0,YOU ARE SO SLOW! 👎 …,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5424.0,BPI Fairview Terraces Branch,Bpi,#N5424,2025-08-15,91.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5425.0,BPI Fairview Terraces Branch,Bpi,#N5425,2025-07-30,40.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5426.0,BPI Fairview Terraces Branch,Bpi,#N5426,2025-08-16,37.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5427.0,BPI Fairview Terraces Branch,Bpi,#N5427,2025-08-05,88.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5428.0,BPI Fairview Terraces Branch,Bpi,#N5428,2025-08-06,30.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5429.0,BPI Fairview Terraces Branch,Bpi,#N5429,2025-08-18,84.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,5430.0,BPI Fairview Terraces Branch,Bpi,#N5430,2025-08-03,27.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,5431.0,BPI Fairview Terraces Branch,Bpi,#N5431,2025-08-01,24.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
