branch_name,review_text,star_rating,date,cleaned_text,bert_sentiment,rating_sentiment,bert_sentiment_analysis,rating_based_sentiment,branch_overall_sentiment,dataset_overall_sentiment
BPI Fairview Terraces Branch,Waited for almost 2 hours just to change mobile number. How inefficient are you?,1,5 months ago,waited for almost 2 hours just to change mobile number. how inefficient are you?,Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,Waited for 2hrs. Then when I had a sudden client. Very thick.,1,3 months ago,waited for 2hrs. then when i had a sudden client. very thick.,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,always crowded. only one teller available for people like me who are in line to deposit. their bpi atm for deposit is always broken. always 3 hours more or less before my number is called. very uncomfortable seat. idk if they know customer service at all.,1,6 years ago,always crowded. only one teller available for people like me who are in line to deposit. their bpi atm for deposit is always broken. always 3 hours more or less before my number is called. very uncomfortable seat. idk if they know customer service at all.,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,"The process is so slow, it took 2 hours just to make a deposit.
1 hour waiting outside, 1 hour waiting inside.
The tellers are very slow, it takes almost half an hour to assist 1 customer.
Never again at this branch.",1,11 months ago,"the process is so slow, it took 2 hours just to make a deposit. 1 hour waiting outside, 1 hour waiting inside. the tellers are very slow, it takes almost half an hour to assist 1 customer. never again at this branch.",Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,"it's really super inconvenient just because i order card online they don't want to assist me they put the late ones first just because they processed the card in this branch, they are all so slow and rude, if you wait for 4 hours the number of people will increase and I won't be able to assist you. close your doors now",1,10 months ago,"its really super inconvenient just because i order card online they dont want to assist me they put the late ones first just because they processed the card in this branch, they are all so slow and rude, if you wait for 4 hours the number of people will increase and i wont be able to assist you. close your doors now",Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,"just redeeming a card i ordered on the app. they are all so slow and rude, if you wait for 4 hours for the game, the crowd just keeps getting more and more people without me assisting. shut up",1,10 months ago,"just redeeming a card i ordered on the app. they are all so slow and rude, if you wait for 4 hours for the game, the crowd just keeps getting more and more people without me assisting. shut up",Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,Fast and inconvenient unlike robinson qc fairview very long here super speed and good customer service.,5,6 months ago,fast and inconvenient unlike robinson qc fairview very long here super speed and good customer service.,Positive,Positive,Positive,Positive,Positive,Positive
BPI Fairview Terraces Branch,"Super Rude customer service.
Arrogant and arrogant staff
Number queuing is useless because they just keep popping in",1,8 months ago,super rude customer service. arrogant and arrogant staff number queuing is useless because they just keep popping in,Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,"THERE IS NO USEFUL CUSTOMER SERVICE HERE, PLEASE TALK TO THE MANAGER AND THERE IS NO USEFULNESS INSTEAD OF TAKING CARE OF YOU YOU WILL BE DIRECTED TO ANOTHER BRANCH EVEN IF YOU PROVIDE 2 VALID ID FOR PAYROLL! STILL WONDERING WHY MY ADDRESS IS DIFFERENT ON THE ID THAT I PROVIDE PROOF OF BILLING BECAUSE I JUST CAME FROM MANILA WHAT DO I GO TO THE MINDANAO BPI BRANCH? FOOLS",1,a year ago,"there is no useful customer service here, please talk to the manager and there is no usefulness instead of taking care of you you will be directed to another branch even if you provide 2 valid id for payroll! still wondering why my address is different on the id that i provide proof of billing because i just came from manila what do i go to the mindanao bpi branch? fools",Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,"WORST! WORST! WORST!

WORST BPI BRANCH EVER! TOO LONG! I DON'T KNOW WHY YOU QUEUE TOO LONGER THAN YOUR TRANSACTION! MY FIRST EXP HERE I WAITED FOR ALMOST 3HRS, NOW JUST CLAIM A BPI CARD IT'S LIKE THAT AGAIN, IF I KNEW IT WAS LIKE THIS I WOULD HAVE CONTINUED HERE!!!!",1,10 months ago,"worst! worst! worst! worst bpi branch ever! too long! i dont know why you queue too longer than your transaction! my first exp here i waited for almost 3hrs, now just claim a bpi card its like that again, if i knew it was like this i would have continued here!!!!",Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,"Just had a horrible experience with this branch. For someone who wants to open an account at this bank, think again. They don't like new accounts here, especially those who registered online. They will ask you a lot even if you haven't received instructions/requirements to claim your debit card.

Yes, BPI is a big bank but their employees here are idiots. If you are the kind of person who doesn't want to waste time, don't even try it if you don't want to wait in line for at least 3 hours every time you go.",1,2 years ago,"just had a horrible experience with this branch. for someone who wants to open an account at this bank, think again. they dont like new accounts here, especially those who registered online. they will ask you a lot even if you havent received instructionsrequirements to claim your debit card. yes, bpi is a big bank but their employees here are idiots. if you are the kind of person who doesnt want to waste time, dont even try it if you dont want to wait in line for at least 3 hours every time you go.",Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,never again! The security guard has more attitude. Doesn't know how to assist properly!,1,8 months ago,never again! the security guard has more attitude. doesnt know how to assist properly!,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,"The process is different. You don't know what to follow, there is no slang reliability. Seems like they had different policies to discern even though it's the same concerns. We've waited for 3 hours in the que tas the one you talk to Customer Service doesn't know what she's doing. You're all babies there! It will take a while, it's just Chika! I won't recommend these branches for opening an account at a different branch. The Teller one was even sarcastic. Kodus still with the guard they were very professional and kind. I hope they just sit there and watch outside!!",1,3 years ago,"the process is different. you dont know what to follow, there is no slang reliability. seems like they had different policies to discern even though its the same concerns. weve waited for 3 hours in the que tas the one you talk to customer service doesnt know what shes doing. youre all babies there! it will take a while, its just chika! i wont recommend these branches for opening an account at a different branch. the teller one was even sarcastic. kodus still with the guard they were very professional and kind. i hope they just sit there and watch outside!!",Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,"The queue is always long. There is no proper instruction given to customers. People are used to settling in this system. They could think of a better way to organize the process. The transactions are mixed. For sure based on previews reviews, almost all customers have the same experience. This needs to be addressed to the higher management of the branch itself.",1,3 years ago,"the queue is always long. there is no proper instruction given to customers. people are used to settling in this system. they could think of a better way to organize the process. the transactions are mixed. for sure based on previews reviews, almost all customers have the same experience. this needs to be addressed to the higher management of the branch itself.",Neutral,Negative,Neutral,Negative,Positive,Positive
BPI Fairview Terraces Branch,"The line is not that long but it's been 3 hours, 3HOURS!??? the line. Add your people, we are wasting your time just to get our money. Guard is unpleasant as well.",1,2 years ago,"the line is not that long but its been 3 hours, 3hours!??? the line. add your people, we are wasting your time just to get our money. guard is unpleasant as well.",Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,WORST as in worst branch is very slow and there are a lot of stuck up tellers who do nothing but gossip. Just shut up,1,a year ago,worst as in worst branch is very slow and there are a lot of stuck up tellers who do nothing but gossip. just shut up,Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,"Why is that branch rotten? . from Queueing to actually service epic fail. Just claim the Change pin, you'll have to wait for half a day, but you can't find it right away. I requested a change otp. Nothing happened either. not updated yet. It's been 2 weeks since I requested it, but still nothing. If there's only a negative rating here, that's my choice",1,3 years ago,"why is that branch rotten? . from queueing to actually service epic fail. just claim the change pin, youll have to wait for half a day, but you cant find it right away. i requested a change otp. nothing happened either. not updated yet. its been 2 weeks since i requested it, but still nothing. if theres only a negative rating here, thats my choice",Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,"The service is so awful. The duration of assistance for opening an account. As well as getting an atm card. If you are one of those very busy people, I don't recommend this branch. Very time consuming.",1,4 years ago,"the service is so awful. the duration of assistance for opening an account. as well as getting an atm card. if you are one of those very busy people, i dont recommend this branch. very time consuming.",Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,"I was able to contact via phone, then they asked me to call back after an hour since their system is said to be weak.. and i freakin I DID! well no one answered, even the next day i've tried to call again no one answered... I work at night... so i really need to rest by morning, but I stayed up late just to call them... NO USEFUL CUSTOMER SERVICE!",1,5 years ago,"i was able to contact via phone, then they asked me to call back after an hour since their system is said to be weak.. and i freakin i did! well no one answered, even the next day ive tried to call again no one answered... i work at night... so i really need to rest by morning, but i stayed up late just to call them... no useful customer service!",Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,The waiting time is 9am-1pm. It's only 4 hours just to claim the atm card. I was only the 8th in line when the bank opened. There is no system. 🙃 …,1,3 years ago,the waiting time is 9am1pm. its only 4 hours just to claim the atm card. i was only the 8th in line when the bank opened. there is no system.  ,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,"Who knows the full name of the bank manager at the BPI Fairvew Terraces branch? I wish I didn't have to go to the branch anymore because that's all I need. I need it for employment purposes.

Thanks for the help.",2,4 years ago,who knows the full name of the bank manager at the bpi fairvew terraces branch? i wish i didnt have to go to the branch anymore because thats all i need. i need it for employment purposes. thanks for the help.,Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,"bpi Fairview Terraces is very disappointed because I brought coins to KNLA and they gave my coins to others and they said they were missing, why did that happen? I counted you twice, the last touch, then when you return the deficiency to me, can you provide me with a scale for the coins, the bank should have that, then when you are lacking, you will take the deficiency, do you feel safe? It was considered that I am a depositor in the bank and the profit is so small that I will take care of the lack of coins that if you use it, you will be charged because you are the one with the problem, not me.",1,5 years ago,"bpi fairview terraces is very disappointed because i brought coins to knla and they gave my coins to others and they said they were missing, why did that happen? i counted you twice, the last touch, then when you return the deficiency to me, can you provide me with a scale for the coins, the bank should have that, then when you are lacking, you will take the deficiency, do you feel safe? it was considered that i am a depositor in the bank and the profit is so small that i will take care of the lack of coins that if you use it, you will be charged because you are the one with the problem, not me.",Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,"CS queue is very slow.
Too bad the location is beautiful, the service of the people inside is slow.",1,a year ago,"cs queue is very slow. too bad the location is beautiful, the service of the people inside is slow.",Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,The staff processed very slowly. Very rotten. I hope the staff and manager will be changed. No change.,1,2 years ago,the staff processed very slowly. very rotten. i hope the staff and manager will be changed. no change.,Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,"Your service is very long, more than 2 hrs, I'm here and still no one calls me. You're running out of patience, fix your system, your service is too long",1,5 years ago,"your service is very long, more than 2 hrs, im here and still no one calls me. youre running out of patience, fix your system, your service is too long",Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,"IF I COULD ONLY GIVE IT 0 STAR.. THE SERVICE IS VERY SLOW, THERE ARE ALWAYS MANY PEOPLE BUT THEY HAVE SAVED THE MANPOWER OF THIS BRANCH, THAT IS A WONDERFUL BUSINESS.",1,5 years ago,"if i could only give it 0 star.. the service is very slow, there are always many people but they have saved the manpower of this branch, that is a wonderful business.",Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,"Don't try this branch, it will ruin your life hahaha",1,a year ago,"dont try this branch, it will ruin your life hahaha",Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,"Worst bank ever, Bpi FT branch. When will it be closed?",1,2 years ago,"worst bank ever, bpi ft branch. when will it be closed?",Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,Their service is very slow. As in. There is no plan on how to speed up the steps at each station.,1,4 years ago,their service is very slow. as in. there is no plan on how to speed up the steps at each station.,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No means to contact them via phone. It's not working and no one answers.,1,5 years ago,no means to contact them via phone. its not working and no one answers.,Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,The line is very slow. They treat their customers unfairly.,1,3 years ago,the line is very slow. they treat their customers unfairly.,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,The duration of the process here.,1,8 months ago,the duration of the process here.,Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,VERY SLOW SERVICE.. HERE AT BPI FAIRVIEW AYALA TERRACES,1,3 years ago,very slow service.. here at bpi fairview ayala terraces,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,Super mule,1,9 months ago,super mule,Positive,Negative,Positive,Negative,Positive,Positive
BPI Fairview Terraces Branch,YOU ARE SO SLOW! 👎 …,1,2 years ago,you are so slow!  ,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,5,3 weeks ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,3 months ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,5 months ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,4,6 months ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,7 months ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,4,a year ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,a year ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,a year ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,a year ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,5,a year ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,5,a year ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,a year ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,2 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,3,2 years ago,no review text provided,Neutral,Neutral,Neutral,Neutral,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,2 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,2 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,3 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,3 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,3,3 years ago,no review text provided,Neutral,Neutral,Neutral,Neutral,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,4 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,4 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,4 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,4 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,5,4 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,2,5 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,5,5 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,5 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,5 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,5,5 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,5 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,5 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,4,6 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,6 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,5,7 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,8 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Fairview Terraces Branch,No review text provided,1,8 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Kalayaan Branch,This branch is very accommodating. I would like to commend Kristel for assisting me the entire process. It's really funny that she even hand me her phone just to complete the process because their system is under maintenance. I recommend this branch specially Kristel for being so kind.,5,3 weeks ago,this branch is very accommodating. i would like to commend kristel for assisting me the entire process. its really funny that she even hand me her phone just to complete the process because their system is under maintenance. i recommend this branch specially kristel for being so kind.,Positive,Positive,Positive,Positive,Negative,Positive
BPI Kalayaan Branch,"Rating: Not even one star

The WORST Queuing System – Inefficient and Frustrating

I arrived at 1:50 PM, and it’s now 4:00 PM. Despite most tellers being available, they won’t assist me because my transaction doesn’t fall under their assigned category. Instead, I’m forced to wait for the specific teller assigned to my transaction type, who happens to be extremely slow.

The purpose of a queuing system should be to prioritize the first customer who arrives. However, this system categorizes queues, creating unfair situations. If your transaction is assigned to a slow teller, you could end up waiting for over two hours, while customers who arrived after you are done in just five minutes. This is completely unreasonable.

Tellers who are slow should receive additional training to speed up the process and ensure a smoother, less frustrating customer experience. This system is not only inefficient but also incredibly frustrating for customers who expect fair and timely service.",1,5 months ago,"rating not even one star the worst queuing system  inefficient and frustrating i arrived at 150 pm, and its now 400 pm. despite most tellers being available, they wont assist me because my transaction doesnt fall under their assigned category. instead, im forced to wait for the specific teller assigned to my transaction type, who happens to be extremely slow. the purpose of a queuing system should be to prioritize the first customer who arrives. however, this system categorizes queues, creating unfair situations. if your transaction is assigned to a slow teller, you could end up waiting for over two hours, while customers who arrived after you are done in just five minutes. this is completely unreasonable. tellers who are slow should receive additional training to speed up the process and ensure a smoother, less frustrating customer experience. this system is not only inefficient but also incredibly frustrating for customers who expect fair and timely service.",Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,It takes about 1-2 hrs just to finally called on your number. Worst Queue System. Slow Customer Service,1,4 months ago,it takes about 12 hrs just to finally called on your number. worst queue system. slow customer service,Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,horrible horrible service!! the worst bank ive ever been to. this is why i only trust bdo.,1,5 months ago,horrible horrible service!! the worst bank ive ever been to. this is why i only trust bdo.,Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,"They don't care if their clients wait for several hours. In other banks, when volume of clients is building up, all the bank tellers are in full force. You'll see as well that someone will go around asking what is your transaction to somehow help speed up their service in any way. But in BPI, very consistent, the more clients waiting, the less tellers working.",2,2 years ago,"they dont care if their clients wait for several hours. in other banks, when volume of clients is building up, all the bank tellers are in full force. youll see as well that someone will go around asking what is your transaction to somehow help speed up their service in any way. but in bpi, very consistent, the more clients waiting, the less tellers working.",Neutral,Negative,Neutral,Negative,Negative,Positive
BPI Kalayaan Branch,Came here to validate my observation. The same scenario is experienced by clients (me included) now and 3-4 years ago. Super slow service (customer service). The que is long because it takes more than 30 minutes to complete one client …,1,2 years ago,came here to validate my observation. the same scenario is experienced by clients me included now and 34 years ago. super slow service customer service. the que is long because it takes more than 30 minutes to complete one client ,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,"One of the sloooooowest BPI branches I've ever been into. Customer Service staff take 1 hour to serve 3 customers, with all three counters open. And what's the purpose of number system if they're also entertaining customers who do not have queue numbers?! We were there for two hours for deposit and customer service... Depositing only took 15 minutes, customer service took 1 hr and 45 minutes...",1,7 years ago,"one of the sloooooowest bpi branches ive ever been into. customer service staff take 1 hour to serve 3 customers, with all three counters open. and whats the purpose of number system if theyre also entertaining customers who do not have queue numbers?! we were there for two hours for deposit and customer service... depositing only took 15 minutes, customer service took 1 hr and 45 minutes...",Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,"One of SLOWEST branch I have ever been. They arr entertaining clients without priority number.. what is the use of priority number if mag e entertain lang naman ng other clients na wala! Poor costumer service, very slow! Grabr it took me 2 hours waiting time to open an account. Please improve your costumer service!!!",1,5 years ago,"one of slowest branch i have ever been. they arr entertaining clients without priority number.. what is the use of priority number if mag e entertain lang naman ng other clients na wala! poor costumer service, very slow! grabr it took me 2 hours waiting time to open an account. please improve your costumer service!!!",Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,"I withdraw dollars and was about to change it for peso. So the teller advised me to get another number for customer service. It took 1 hr and 30 minutes every customer. And when they have VIP customers they will entertain the person even if she has no number. Sana we have and equal customer care. I know that these are moneys we are talking about and etc etc. But i hope they will be considerate next time, lalo na sa senior citizen na katabi ko na almost 45 mins na rin nagaantay.",1,6 years ago,"i withdraw dollars and was about to change it for peso. so the teller advised me to get another number for customer service. it took 1 hr and 30 minutes every customer. and when they have vip customers they will entertain the person even if she has no number. sana we have and equal customer care. i know that these are moneys we are talking about and etc etc. but i hope they will be considerate next time, lalo na sa senior citizen na katabi ko na almost 45 mins na rin nagaantay.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,..the service here is good pandemic protocols observed.,5,4 years ago,..the service here is good pandemic protocols observed.,Positive,Positive,Positive,Positive,Negative,Positive
BPI Kalayaan Branch,Waiting for more than 2 jours just for customer service. Employees here are very slow. Queue is very long. Don't ever decide to open your account here at this branch. It's a waist of time!,1,6 years ago,waiting for more than 2 jours just for customer service. employees here are very slow. queue is very long. dont ever decide to open your account here at this branch. its a waist of time!,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,Not an ideal bank for seniors.too slow.got my car loan here.never really answered my question about funds that were overdrawn.,1,a year ago,not an ideal bank for seniors.too slow.got my car loan here.never really answered my question about funds that were overdrawn.,Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,"IS CURRENTLY ON VACATION FROM ABROAD. AND DECIDED TO OPEN A SAVING ACCOUNT FROM BPI, AND DECIDED NOT TO PROCEED AFTER WAITING ONE HOUR. BPI KALAYAAN BRANCH YOUR PERFORMANCE IS UNACCEPTABLE! YOU HAVE NO SENSE OF SERVICE TO THE PEOPLE! THERE WERE ABOUT 5-10 OF US WAITING WHILE ONLY 2 EMPLOYEES ARE HELPING US, THE REST ARE DOING GOD KNOWS WHO! THE EMPLOYEES ARE USELESS ESPECIALLY THAT OLD LADY WHO SPEND 1HR PER PERSON!! OMFG!! THANKS FOR WASTING MY TIME! NEVER COMING BACK HERE.",1,2 years ago,"is currently on vacation from abroad. and decided to open a saving account from bpi, and decided not to proceed after waiting one hour. bpi kalayaan branch your performance is unacceptable! you have no sense of service to the people! there were about 510 of us waiting while only 2 employees are helping us, the rest are doing god knows who! the employees are useless especially that old lady who spend 1hr per person!! omfg!! thanks for wasting my time! never coming back here.",Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,Can't answer phone calls😡 …,1,4 months ago,cant answer phone calls ,Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,the staff here  are NOT Friendly.   They seem to hate working in BPI with the kind of service that they provide. Their service is so slow...  worst service i have experienced in a bank,1,6 years ago,the staff here are not friendly. they seem to hate working in bpi with the kind of service that they provide. their service is so slow... worst service i have experienced in a bank,Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,Slo mo din this branch. No sense of urgency. Senior citizen and pwd being used for regular clients. Anebeyen!,1,7 years ago,slo mo din this branch. no sense of urgency. senior citizen and pwd being used for regular clients. anebeyen!,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,Have helped me with my concerns and I am happy with that. I just don't know if you guys are open this coming Thursday. Please let me know. Thank you.,4,7 years ago,have helped me with my concerns and i am happy with that. i just dont know if you guys are open this coming thursday. please let me know. thank you.,Positive,Positive,Positive,Positive,Negative,Positive
BPI Kalayaan Branch,Employees are so slow! I was just about to claim my atm card.  It takes me bout an hour just to claim my atm.,1,6 years ago,employees are so slow! i was just about to claim my atm card. it takes me bout an hour just to claim my atm.,Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,"Forget about rankings or who's got more to offer etc.
In the end...
Itis STILL the most reliable banking network in the country.",5,7 years ago,forget about rankings or whos got more to offer etc. in the end... itis still the most reliable banking network in the country.,Positive,Positive,Positive,Positive,Negative,Positive
BPI Kalayaan Branch,I'm happy that they have helped me with my concerns. Thanks BPI Family! Happy Client.,5,7 years ago,im happy that they have helped me with my concerns. thanks bpi family! happy client.,Positive,Positive,Positive,Positive,Negative,Positive
BPI Kalayaan Branch,Poor service. It would take them 30 minutes to serve 6 clients! And that's with 3 counter in operation! So horrible..,1,9 years ago,poor service. it would take them 30 minutes to serve 6 clients! and thats with 3 counter in operation! so horrible..,Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,Take to long to wait for your turn,1,a year ago,take to long to wait for your turn,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,Slow service super,1,2 years ago,slow service super,Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,Unable Outside coverage area,1,4 years ago,unable outside coverage area,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,Poor customer service. 👎👎👎 …,1,8 years ago,poor customer service.  ,Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,sad,4,2 years ago,sad,Negative,Positive,Negative,Positive,Negative,Positive
BPI Kalayaan Branch,Good facilities,5,2 years ago,good facilities,Positive,Positive,Positive,Positive,Negative,Positive
BPI Kalayaan Branch,"Slow, understaffed.",2,9 years ago,"slow, understaffed.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,"The service is very slow.
Even if you are a preferred client, they don't take care of you right away.
More than 30 minutes even if there are no other clients, they still won't take care of you. This branch is disappointing.",1,a year ago,"the service is very slow. even if you are a preferred client, they dont take care of you right away. more than 30 minutes even if there are no other clients, they still wont take care of you. this branch is disappointing.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Kalayaan Branch,"Slowest BPI branch in the country. They're lucky because their branch is accessible so they don't run out of clients.

Now after the renovations, the Deposit Machine is now inside the bank and is inaccessible after banking hours. So useless.

The designers didn't think twice. All form. No function.",1,Edited a year ago,"slowest bpi branch in the country. theyre lucky because their branch is accessible so they dont run out of clients. now after the renovations, the deposit machine is now inside the bank and is inaccessible after banking hours. so useless. the designers didnt think twice. all form. no function.",Positive,Negative,Positive,Negative,Negative,Positive
BPI Kalayaan Branch,"The customer service is VERY SLOW, I waited 1 hr + in line just to file an ATM replacement - just to fill out a form. I was 3rd in line when I arrived.
Sesmeryesep.
Then the person who assisted was very helpful, not accommodating to questions, you have no pleasant pleasant in your soul. Doesn't this kind of job have QA?
Hey, I do.",1,6 years ago,"the customer service is very slow, i waited 1 hr  in line just to file an atm replacement  just to fill out a form. i was 3rd in line when i arrived. sesmeryesep. then the person who assisted was very helpful, not accommodating to questions, you have no pleasant pleasant in your soul. doesnt this kind of job have qa? hey, i do.",Negative,Negative,Negative,Negative,Negative,Positive
